enforcement_zone,latitude,longitude,violation_count,frequency_score,avg_congestion_score,max_congestion_score,priority_score,risk_level,enforcement_demand_score,demand_percentage,cumulative_demand,allocation_weight,recommended_officers
BTP171 - Indian Express (Balekundri),12.986301935964912,77.59864174824561,114,49.193913153263026,12.536842105263158,38.93,36.14400920821046,Medium,35.337546971136774,0.00026663329685119223,0.11599632785599125,0.0008893503538938446,1
"RK Road Number 7, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.068698844444445,77.59269676666666,144,51.597156900957195,12.245694444444446,26.61,34.794286783811934,Medium,35.325429351082015,0.00026654186546270825,0.11626286972145396,0.0008890453862147679,1
"RT Nagar Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.023709358865247,77.5927190141844,141,51.38040319205247,10.237659574468085,34.72,35.70549946836666,Medium,35.31440260669269,0.00026645866508627963,0.11652932838654023,0.000888767872921812,1
BTP173 - TMC,12.98232968486842,77.59871615789473,152,52.15394436278763,11.935592105263158,24.14,34.48564981297276,Medium,35.2761266363753,0.00026616986042860946,0.11679549824696885,0.0008878045704103162,1
"Dr Rajkumar Puniya Bhoomi Road, Block 3, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.016722063888889,77.53125059259258,108,48.638369116089706,15.062592592592592,32.22,35.281962335822634,Medium,35.24501042125675,0.00026593507845493804,0.11706143332542378,0.0008870214595466752,1
"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.008248774000002,77.527113006,50,40.76388944613507,26.422800000000002,35.7,35.44878472306753,Medium,35.23811919537429,0.00026588308191205723,0.11732731640733583,0.0008868480260544654,1
"Mumbai Bengaluru Highway, RNS Shanthi Nivas, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.027384348591548,77.5430440971831,142,51.4531591031123,11.68718309859155,28.37,34.90673448113362,Medium,35.22675159121881,0.00026579730963771826,0.11759311371697355,0.0008865619342443333,1
"12th Main Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.970183407042255,77.64078996338029,71,44.339083458492006,15.595352112676055,53.72,37.592147363048824,Medium,35.216869141607226,0.0002657227433379393,0.11785883646031149,0.0008863132197518821,1
"Old Madras Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",13.005032911666667,77.68457035008772,114,49.193913153263026,12.868684210526316,36.46,35.74956183978941,Medium,35.20669170797888,0.000265645951287715,0.1181244824115992,0.000886057081310623,1
"14th Main Road, Dr BR Ambedkar Layout, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.911121387974683,77.63808405316456,158,52.5527502523514,12.274240506329113,19.91,33.94064727807444,Medium,35.190996816008465,0.00026552752821796394,0.11839000993981716,0.0008856620833856225,1
"ITPL Main Road, Sterling Brook Side Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.971068318846305,77.71221010323232,99,47.74490678829599,16.296161616161616,32.21,35.203301878996484,Medium,35.18435529921936,0.0002654774158114911,0.11865548735562866,0.0008854949343950146,1
"Old Airport Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",12.958234357723578,77.66856110243903,123,49.975111613334214,11.100731707317074,37.88,35.893775318862225,Medium,35.15956748489479,0.00026529038368216715,0.11892077773931083,0.0008848710922403846,1
"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",12.8930088921875,77.6371795359375,128,50.38495449328714,15.217890625,20.94,33.945844434143574,Medium,35.131986690057936,0.0002650822776055588,0.11918586001691639,0.0008841769583303862,1
"60 Feet Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",12.964835861666666,77.71783836333333,180,53.89632655753107,9.747444444444444,20.64,34.00039661209887,Medium,35.11858516219764,0.0002649811587146762,0.11945084117563107,0.0008838396781690041,1
"SGR Dental College Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",12.950193175981305,77.6998450899842,68,43.897839217496546,22.864117647058823,29.71,34.750154902865916,Medium,35.11725274609368,0.000264971105201373,0.11971581228083245,0.0008838061448642007,1
"Aruna Chalam Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.9720779,77.50765566666666,3,14.372649083457928,56.720000000000006,73.43,38.88832454172897,Medium,35.09995699590186,0.0002648406031351451,0.11998065288396759,0.0008833708576733122,1
"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.974351506249999,77.60773235937499,160,52.682347874570155,10.573375,24.15,34.34318643728508,Medium,35.09097258101358,0.0002647728127997294,0.12024542569676731,0.0008831447442827322,1
"2nd Cross Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.960891033628318,77.51153341858407,113,49.10336519972686,14.389026548672566,30.46,34.9603905644652,Medium,35.08901015188517,0.0002647580056330415,0.12051018370240035,0.0008830953552563443,1
"Doddakannelli Road, Sandeep Square, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.928593330508473,77.69474546101695,59,42.44883285252951,21.706949152542375,41.36,36.00850117202747,Medium,35.08029027228106,0.0002646922113024704,0.12077487591370283,0.0008828758995024358,1
"MBT Road, Salarpuria Sattva East Crest, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",13.045195541935483,77.74952892903225,31,35.931622708644824,27.699677419354842,56.16,37.50771458012886,Medium,35.07327958652885,0.0002646393133959794,0.1210395152270988,0.0008826994595288332,1
"BTP221 - 15th Cross, 24th Main, JP Nagar",12.905022600862068,77.58618874568965,116,49.372670594971055,14.986120689655172,26.58,34.49817150438208,Medium,35.05811106861339,0.00026452486198984623,0.12130404008908864,0.0008823177090132364,1
"2nd Main Road, Prestige Technostar, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560048 (India)",12.97233057647059,77.71103435490195,102,48.05136283678042,15.430588235294119,32.22,35.09885788897844,Medium,35.05095544258217,0.0002644708704617615,0.1215685109595504,0.0008821376212853476,1
"Gangadhara Chetty Road, Neelkanta Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",12.98092321056338,77.61475257605635,142,51.4531591031123,13.569084507042254,19.9,33.77730490366882,Medium,35.03841708417655,0.0002643762644654391,0.12183288722401583,0.0008818220647614498,1
"Sarjapura Main Road, Muthanallur Cross, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",12.887470221052633,77.73848478421053,19,31.058777935876957,34.72421052631579,57.91,37.52865212583322,Medium,35.026801548942856,0.00026428862147039533,0.12209717584548622,0.0008815297331975416,1
"B Narayanpura Main Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",12.999599016255429,77.67636206429329,117,49.46090665758928,10.471452991452992,41.41,36.15388922623053,Medium,35.00950720868265,0.00026415813004256045,0.12236133397552879,0.0008810944814908134,1
"BTP159 - JP Nagar Metro, ORR",12.906413123500311,77.57288417491768,101,47.95021398786403,14.451881188118813,35.75,35.46067135036766,Medium,35.0057761091668,0.0002641299776819678,0.12262546395321075,0.0008810005798207981,1
BTP121 - KH Circle,12.951853676635514,77.5903747271028,107,48.5428138334156,13.708691588785046,35.05,35.39401439334331,Medium,35.00158966445335,0.0002640983895936111,0.12288956234280436,0.0008808952183453537,1
"4th Main Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.997534875657895,77.56844146842106,152,52.15394436278763,12.289013157894736,19.91,33.745676128762234,Medium,34.976824004796356,0.00026391152462846705,0.12315347386743283,0.000880271933763706,1
"Sri Sri Sri Tiruchi Mahaswamiji Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",12.935509695180722,77.51798635421687,166,53.061695365875785,10.345602409638554,21.69,33.97252840582946,Medium,34.973893294605176,0.00026388941146591425,0.12341736327889875,0.0008801981757253278,1
"Outer Ring Road, Featherlite The Address, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.936810907803014,77.69287997926808,72,44.48208813647613,16.69388888888889,46.31,36.511210734904736,Medium,34.939009586172986,0.000263626202528597,0.12368098948142735,0.0008793202472583452,1
"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.994729589583335,77.58967651458333,192,54.561860338942395,9.97859375,14.3,33.134508294471196,Medium,34.93153099891832,0.0002635697741529339,0.12394455925558027,0.0008791320314711261,1
BTP103 - Shanti Nagar TTMC,12.9538741625,77.59162276111111,144,51.597156900957195,12.799583333333334,20.61,33.76045345047859,Medium,34.91929046219312,0.000263477415318153,0.12420803667089843,0.000878823970312345,1
BTP222 - Delmia Circle,12.905932804081633,77.59263616836735,98,47.640708174751474,14.67530612244898,35.74,35.37094592411043,Medium,34.912746638970454,0.0002634280400414453,0.12447146471093987,0.0008786592800042246,1
"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",12.875621676190477,77.6482899547619,126,50.22295627895621,14.792619047619047,20.94,33.73726385376382,Medium,34.894042620092584,0.0002632869121294868,0.12473475162306935,0.0008781885505044703,1
"Whitefield Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.987133929166667,77.73494613055556,72,44.48208813647613,19.479166666666668,36.07,35.29879406823807,Medium,34.88985680839521,0.0002632553288174425,0.1249980069518868,0.000878083204960326,1
"Saunders Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.993380079130436,77.60998333478261,115,49.28367713199609,12.323478260869566,34.7,35.27888204425892,Medium,34.88923981390221,0.00026325067339311604,0.12526125762527993,0.0008780676768799206,1
"Hosa Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",12.870469083722853,77.65399869535354,142,51.4531591031123,10.502323943661972,29.08,34.693276734654745,Medium,34.88305088699346,0.0002632039759246415,0.12552446160120456,0.0008779119183508689,1
"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.971838258823528,77.5076766372549,51,40.96520984512387,17.615098039215685,61.82,38.131134334326646,Medium,34.878149728543626,0.0002631669950884523,0.12578762859629303,0.0008777885694663125,1
"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",12.990044448326813,77.50309739463414,82,45.81310231997827,15.824634146341461,41.38,35.929941403891576,Medium,34.87382822720756,0.00026313438795390716,0.12605076298424694,0.0008776798089814458,1
"Doddakannelli Road, Mayfair Anthem, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.927242279456399,77.69481994556087,64,43.27868961408497,19.73828125,41.36,35.83282918204248,Medium,34.84767772524673,0.0002629370739027133,0.12631370005814965,0.0008770216716695277,1
"Whitefield Road, Indian Oil Campus, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",12.999288724020017,77.68771087915505,60,42.62020327947646,18.270833333333332,49.48,36.68735163973823,Medium,34.783903470378725,0.00026245587638655364,0.1265761559345362,0.0008754166463919524,1
"Compensation Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",12.979980819708029,77.61416654817519,137,51.08416375922551,13.375985401459854,19.89,33.53287750005071,Medium,34.76688495808498,0.00026232746617052793,0.12683848340070672,0.0008749883365281253,1
"Hosur Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",12.820009084126985,77.68771182380954,63,43.11794725037378,21.09809523809524,36.42,35.172402196615465,Medium,34.741204321038914,0.0002621336974030913,0.1271006170981098,0.000874342024443594,1
BTP166 - Coffee Board Junction,12.984920821487604,77.5943366785124,121,49.806527821205435,13.393140495867769,26.59,34.23920605936305,Medium,34.74018947521671,0.0002621260400609563,0.12736274313817075,0.0008743164835227185,1
"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",13.036156654285714,77.62540695428571,105,48.34901987742781,16.531523809523808,23.39,33.81196708157105,Medium,34.71699426591863,0.0002619510246550665,0.12762469416282582,0.0008737327229234121,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",12.88440738067227,77.64169008487396,119,49.63515739425848,15.176806722689076,20.94,33.558620713935966,Medium,34.70521891978334,0.00026186217583474013,0.12788655633866056,0.0008734363693519207,1
"ITPL Main Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.970348001127954,77.71255034075507,102,48.05136283678042,14.364803921568628,32.22,34.7791225948608,Medium,34.67793093277825,0.00026165627908855275,0.1281482126177491,0.0008727496046220471,1
"Hosur Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.905906257258064,77.62985152903227,124,50.058386557257094,12.808629032258064,26.59,34.18978198830597,Medium,34.67413276778172,0.00026162762069707366,0.12840984023844618,0.0008726540150955141,1
"Sadduguntepalya Road, Bharthi Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",12.93093159261745,77.60692171543624,149,51.94863716321958,11.466174496644296,20.61,33.53617093060308,Medium,34.64591151359627,0.0002614146821461638,0.12867125492059234,0.0008719437625582437,1
"Murphy Road, 1 MG Road Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.973455469305298,77.62013862002894,120,49.72119668289273,14.658999999999999,21.64,33.586298341446366,Medium,34.641308175591,0.0002613799484621911,0.12893263486905454,0.0008718279090077009,1
"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",13.047155252136752,77.50096353675214,117,49.46090665758928,11.590170940170939,33.64,34.93550461084592,Medium,34.62405849073393,0.00026124979397391154,0.12919388466302845,0.0008713937811565311,1
"4th Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.970965325339703,77.64754740957206,71,44.339083458492006,19.297042253521127,34.66,34.89065440530234,Medium,34.606460690903,0.0002611170128448173,0.12945500167587326,0.0008709508921942561,1
"ITPL Main Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.956475832602784,77.7149980967161,64,43.27868961408497,15.21609375,54.77,37.15817293204248,Medium,34.605912100246734,0.00026111287354970943,0.12971611454942297,0.0008709370856531656,1
"Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",12.9798367,77.695095,2,11.390054916652556,62.84,62.84,37.11502745832628,Medium,34.54253020415891,0.00026063463650828774,0.12997674918593127,0.0008693419349834767,1
"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",12.987113087323944,77.51934568521126,142,51.4531591031123,11.8143661971831,20.96,33.46288941071108,Medium,34.53026567572584,0.00026054209664826,0.13023729128257952,0.0008690332700183847,1
"Nagarabhavi Main Road, Nagarabavi Circle, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.9584881734375,77.518960309375,64,43.27868961408497,17.0859375,47.01,36.16712605704248,Medium,34.484357412746725,0.000260195703857588,0.1304974869864371,0.0008678778833708486,1
"Outer Ring Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",12.933438115433955,77.6893432857856,75,44.89963482480326,17.554666666666666,36.43,35.00221741240163,Medium,34.481932486975126,0.00026017740700315075,0.13075766439344025,0.0008678168545565141,1
"20th Main Road, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",12.94008752238806,77.61990170298508,67,43.746483612940445,16.42641791044776,46.31,36.06316717960455,Medium,34.44081225577396,0.0002598671414710977,0.13101753153491136,0.00086678196970158,1
"Doddanekkundi Main Road, Ferns Icon, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",12.978993870588235,77.69444484117648,17,29.966434375034073,33.34411764705882,62.85,37.55645248163468,Medium,34.436980082739325,0.00025983822647789896,0.13127736976138926,0.0008666855242848305,1
BTP064 - Devanga Hostel Junction,12.962732790384617,77.58990461057692,104,48.250747342797744,14.421923076923077,28.34,34.119950594475796,Medium,34.41958411546184,0.0002597069682411317,0.1315370767296304,0.0008662477149013099,1
"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",12.958857007142857,77.66803154285715,140,51.307133100677675,10.080357142857142,26.6,33.99767369319598,Medium,34.40704820537272,0.0002596123807181544,0.13179668911034853,0.0008659322199949078,1
